Date,OperatingIncome,GrossProfit,SellingAndMarketingExpense,OperatingRevenue,TotalRevenue,SellingGeneralAndAdministration,TotalExpenses,EBIT,NetIncome,AccountsPayable,CashAndCashEquivalents,RetainedEarnings,Properties,Inventory,ShareIssued,AccountsReceivable,LongTermDebt,OrdinarySharesNumber,CommonStock,TotalCapitalization,Exchange,Buy_Close,Sale_Close,Year,COMPANY
2003-12-31,3151600000.0,-1.0,NA,3151600000.0,3151600000.0,-1.0,-1.0,3151600000.0,633700000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,2003,WU
2004-12-31,3547600000.0,-1.0,NA,3547600000.0,3547600000.0,-1.0,-1.0,3547600000.0,751600000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,2004,WU
2005-12-31,1269200000.0,1869000000.0,NA,3987900000.0,3987900000.0,599800000.0,2718700000.0,1269200000.0,927400000.0,238600000.0,510200000.0,-1.0,0.0,NA,766456165,192800000.0,163500000.0,766456165,-1.0,2975300000.0,NYSE,-1,21.42,2005,WU
2006-12-31,1311400000.0,2039700000.0,NA,4470200000.0,4470200000.0,728300000.0,3158800000.0,1311400000.0,914000000.0,554800000.0,1421700000.0,208000000.0,0.0,NA,771100000,-1.0,3323500000.0,771100000,7700000.0,3008700000.0,NYSE,22.18,NA,2006,WU
2007-12-31,1322000000.0,2091800000.0,NA,4900200000.0,4900200000.0,769800000.0,3578200000.0,1322000000.0,857300000.0,350100000.0,1996600000.0,453100000.0,0.0,NA,749644229,944400000.0,2499800000.0,749644229,7500000.0,2550500000.0,NYSE,21.5,10.8,2007,WU
2008-12-31,1355000000.0,2189000000.0,NA,5282000000.0,5282000000.0,834000000.0,3927000000.0,1409900000.0,919000000.0,408000000.0,1295600000.0,29200000.0,0.0,NA,709993946,1103800000.0,3143500000.0,709993946,0.0,3135400000.0,NYSE,12.68,16.06,2008,WU
2009-12-31,1282700000.0,2208700000.0,NA,5083600000.0,5083600000.0,926000000.0,3800900000.0,1289400000.0,848800000.0,501200000.0,1685200000.0,433200000.0,0.0,NA,686500000,12100000.0,3048500000.0,686500000,6900000.0,3402000000.0,NYSE,NA,21.69,2009,WU
2010-12-31,1300100000.0,2214300000.0,NA,5192700000.0,5192700000.0,914200000.0,3892600000.0,1315100000.0,909900000.0,520400000.0,2157400000.0,591600000.0,0.0,NA,654000000,13800000.0,3289900000.0,654000000,6500000.0,3872600000.0,NYSE,20.77,NA,2010,WU
2011-12-31,1385000000.0,2389400000.0,NA,5491400000.0,5491400000.0,1004400000.0,4106400000.0,1456500000.0,1165400000.0,535000000.0,2083400000.0,760000000.0,0.0,NA,619400000,1046700000.0,3583200000.0,619400000,6200000.0,4478000000.0,NYSE,NA,14.585,2011,WU
2012-12-31,1330000000.0,2470600000.0,NA,5542700000.0,5664800000.0,1140600000.0,4334800000.0,1348400000.0,1025900000.0,556200000.0,2351000000.0,754700000.0,0.0,NA,572100000,1040900000.0,3729200000.0,572100000,5700000.0,4669800000.0,NYSE,14.66,16.965,2012,WU
2013-12-31,1107400000.0,2307000000.0,NA,5413800000.0,5542000000.0,1199600000.0,4434600000.0,1122500000.0,798400000.0,638900000.0,2611700000.0,877300000.0,0.0,NA,548800000,996200000.0,4213000000.0,548800000,5500000.0,5317700000.0,NYSE,16.77,NA,2013,WU
2014-12-31,1140500000.0,2309800000.0,NA,5469900000.0,5607200000.0,1169300000.0,4466700000.0,1144800000.0,852400000.0,600400000.0,2617500000.0,968700000.0,0.0,NA,521500000,1006900000.0,3720400000.0,521500000,5200000.0,5020800000.0,NYSE,NA,NA,2014,WU
2015-12-31,1109400000.0,2284300000.0,NA,5351800000.0,5483700000.0,1174900000.0,4374300000.0,1109700000.0,837800000.0,606600000.0,2391600000.0,977300000.0,0.0,NA,502400000,1070400000.0,3225600000.0,502400000,5000000.0,4630500000.0,NYSE,19.49,20.39,2015,WU
2016-12-31,483700000.0,2152900000.0,NA,5285300000.0,5422900000.0,1669200000.0,4939200000.0,494200000.0,253200000.0,1129600000.0,2067500000.0,419300000.0,0.0,NA,481500000,1327300000.0,2786100000.0,481500000,4800000.0,3688300000.0,NYSE,19.77,20.185,2016,WU
2017-12-31,937400000.0,2168900000.0,NA,5524300000.0,5524300000.0,1231500000.0,4586900000.0,489600000.0,-557100000.0,718500000.0,2103000000.0,-965900000.0,0.0,NA,459000000,1573900000.0,3033600000.0,459000000,4600000.0,2542200000.0,NYSE,18.93,NA,2017,WU
2018-12-31,1122100000.0,2289100000.0,NA,5589900000.0,5589900000.0,1167000000.0,4467800000.0,1141000000.0,851900000.0,564900000.0,2221200000.0,-838800000.0,0.0,NA,441200000,1355400000.0,3308700000.0,441200000,4400000.0,2998900000.0,NYSE,18.66,24.09,2018,WU
2019-12-31,934000000.0,2205600000.0,NA,4796600000.0,5292100000.0,1271600000.0,4358100000.0,1473400000.0,1058300000.0,601900000.0,1818700000.0,-675900000.0,0.0,NA,418000000,1230100000.0,2984300000.0,418000000,4200000.0,2944800000.0,NYSE,17.6,24.355,2019,WU
2020-12-31,967300000.0,2008500000.0,NA,4835000000.0,4835000000.0,1041200000.0,3867700000.0,973600000.0,744300000.0,500900000.0,2123900000.0,-543100000.0,0.0,NA,411200000,1135100000.0,2987200000.0,411200000,4100000.0,3173800000.0,NYSE,25.15,0.47,2020,WU
1985-12-31,2729700000.0,8339000000.0,NA,52774400000.0,52774400000.0,3216500000.0,50044700000.0,2729700000.0,2515400000.0,-1.0,5903800000.0,12112600000.0,-1.0,4601900000.0,1116171704,-1.0,2157200000.0,1116171704,-1.0,14425800000.0,NYSE,-1,0,1985,F
1986-12-31,4056500000.0,10849600000.0,NA,62715800000.0,62715800000.0,3833500000.0,58659300000.0,4056500000.0,3285100000.0,-1.0,8553100000.0,14167200000.0,-1.0,5792600000.0,1073726696,-1.0,2137100000.0,1073726696,-1.0,16996600000.0,NYSE,-1,0,1986,F
1987-12-31,6201200000.0,13148300000.0,NA,71643400000.0,71643400000.0,3779700000.0,65442200000.0,6201200000.0,4625200000.0,-1.0,10097000000.0,16717500000.0,-1.0,6321300000.0,1015119781,-1.0,1751900000.0,1015119781,-1.0,20244600000.0,NYSE,-1,0,1987,F
1988-12-31,13447500000.0,24212300000.0,NA,92445600000.0,92445600000.0,8307200000.0,78998100000.0,13447500000.0,5300200000.0,8704700000.0,6724900000.0,20126500000.0,-1.0,6638200000.0,981715839,-1.0,32112800000.0,981715839,-1.0,53641800000.0,NYSE,-1,0,1988,F
1989-12-31,13980100000.0,23530200000.0,NA,96145900000.0,96145900000.0,5321400000.0,82165800000.0,13980100000.0,3835000000.0,11381900000.0,5421300000.0,21704000000.0,-1.0,6816800000.0,945711590,-1.0,38921300000.0,945711590,0.0,62449100000.0,NYSE,-1,0,1989,F
1990-12-31,10540100000.0,19645900000.0,NA,97650000000.0,97650000000.0,5920900000.0,87109900000.0,10540100000.0,860100000.0,10897200000.0,6767800000.0,21175500000.0,-1.0,7115400000.0,946311661,-1.0,45331800000.0,946311661,0.0,69369900000.0,NYSE,-1,0,1990,F
1991-12-31,5984100000.0,17915000000.0,NA,88286300000.0,88286300000.0,6152600000.0,82302200000.0,5984100000.0,-2258000000.0,10296700000.0,8133200000.0,17990800000.0,-1.0,6215300000.0,966714069,-1.0,50218300000.0,966714069,0.0,73708600000.0,NYSE,-1,0,1991,F
1992-12-31,7121100000.0,20106400000.0,NA,100132300000.0,100132300000.0,6229600000.0,93011200000.0,7121100000.0,-7385000000.0,9575100000.0,6686100000.0,9628400000.0,-1.0,5451300000.0,979115533,-1.0,50950000000.0,979115533,0.0,66785400000.0,NYSE,-1,0,1992,F
1993-12-31,10602000000.0,20157000000.0,NA,108521000000.0,108521000000.0,6491000000.0,97919000000.0,10602000000.0,2529000000.0,10650000000.0,8222000000.0,11071000000.0,-1.0,5538000000.0,998117775,-1.0,54984000000.0,998117775,0.0,72016000000.0,NYSE,-1,0,1993,F
1994-12-31,15195000000.0,25236000000.0,NA,128439000000.0,128439000000.0,5131000000.0,113244000000.0,9510000000.0,5308000000.0,10777000000.0,6220000000.0,15174000000.0,-1.0,6487000000.0,1024458883,-1.0,130816000000.0,1024458883,1023000000.0,152475000000.0,NYSE,-1,0,1994,F
1995-12-31,13998000000.0,26542000000.0,NA,137137000000.0,137137000000.0,6044000000.0,123139000000.0,7327000000.0,4139000000.0,11260000000.0,8440000000.0,17688000000.0,-1.0,7162000000.0,1724889172,-1.0,146792000000.0,1724889172,1160000000.0,171339000000.0,NYSE,-1,0,1995,F
1996-12-31,14905000000.0,28405000000.0,NA,146991000000.0,146991000000.0,6625000000.0,132086000000.0,7488000000.0,4446000000.0,11735000000.0,7267000000.0,20334000000.0,-1.0,6656000000.0,1757724683,-1.0,156700000000.0,1757724683,1189000000.0,183462000000.0,NYSE,-1,NA,1996,F
1997-12-31,20281000000.0,35008000000.0,NA,153627000000.0,153627000000.0,7082000000.0,133346000000.0,11727000000.0,6920000000.0,11997000000.0,7934000000.0,25234000000.0,-1.0,5468000000.0,1792711676,-1.0,167118000000.0,1792711676,1203000000.0,197852000000.0,NYSE,NA,NA,1997,F
1998-12-31,15393000000.0,31598000000.0,NA,144416000000.0,144416000000.0,7616000000.0,129023000000.0,26225000000.0,22071000000.0,13368000000.0,4836000000.0,19659000000.0,-1.0,5656000000.0,1792193295,-1.0,131037000000.0,1792193295,1222000000.0,154446000000.0,NYSE,NA,NA,1998,F
1999-12-31,17031000000.0,35833000000.0,NA,162558000000.0,162558000000.0,9548000000.0,145527000000.0,12423000000.0,7237000000.0,14450000000.0,6230000000.0,24606000000.0,0.0,6435000000.0,1893512699,-1.0,150461000000.0,1893512699,1222000000.0,177998000000.0,NYSE,NA,NA,1999,F
2000-12-31,15133000000.0,34425000000.0,NA,170064000000.0,170064000000.0,9884000000.0,154931000000.0,9617000000.0,3467000000.0,15075000000.0,4851000000.0,17884000000.0,-1.0,7514000000.0,1837000000,-1.0,165279000000.0,1837000000,19000000.0,183889000000.0,NYSE,NA,NA,2000,F
2001-12-31,-7568000000.0,27520000000.0,NA,162412000000.0,162412000000.0,13602000000.0,169980000000.0,-7568000000.0,-5453000000.0,15677000000.0,7218000000.0,10502000000.0,0.0,6191000000.0,1837000000,2214000000.0,167035000000.0,1837000000,19000000.0,174821000000.0,NYSE,15.73,8.47,2001,F
2002-12-31,9857000000.0,38283000000.0,NA,163420000000.0,163420000000.0,28426000000.0,153563000000.0,9857000000.0,-980000000.0,18981000000.0,12250000000.0,8659000000.0,0.0,6980000000.0,1837000000,2065000000.0,162222000000.0,1837000000,19000000.0,167812000000.0,NYSE,7.48,14.39,2002,F
2003-12-31,8116000000.0,34375000000.0,NA,164196000000.0,164196000000.0,17480000000.0,156080000000.0,8116000000.0,495000000.0,20420000000.0,21770000000.0,8421000000.0,0.0,9181000000.0,1837000000,2721000000.0,150231000000.0,1837000000,19000000.0,161882000000.0,NYSE,13.42,13.07,2003,F
2004-12-31,10681000000.0,35796000000.0,NA,171652000000.0,171652000000.0,25115000000.0,160971000000.0,10681000000.0,3487000000.0,21489000000.0,23511000000.0,11175000000.0,0.0,10766000000.0,1831000000,5971000000.0,172973000000.0,1831000000,19000000.0,189018000000.0,NYSE,11.18,8.35,2004,F
2005-12-31,7493000000.0,32145000000.0,NA,177089000000.0,177089000000.0,24652000000.0,169596000000.0,7493000000.0,2024000000.0,22813000000.0,31499000000.0,12461000000.0,0.0,10271000000.0,1858000000,-1.0,154332000000.0,1858000000,19000000.0,167289000000.0,NYSE,7.77,7.92,2005,F
2006-12-31,-7926000000.0,11254000000.0,NA,160123000000.0,160123000000.0,19180000000.0,168049000000.0,-7926000000.0,-12613000000.0,23549000000.0,28894000000.0,-17000000.0,0.0,11578000000.0,1892538498,106863000000.0,144373000000.0,1892538498,19000000.0,140908000000.0,NYSE,8.09,6.18,2006,F
2007-12-31,8699000000.0,29868000000.0,NA,172455000000.0,172455000000.0,21169000000.0,163756000000.0,7181000000.0,-2723000000.0,20832000000.0,35283000000.0,-1485000000.0,0.0,10121000000.0,2207002130,117263000000.0,140255000000.0,2207002130,22000000.0,145883000000.0,NYSE,5.97,1.88,2007,F
2008-12-31,-2256000000.0,19174000000.0,NA,146277000000.0,146277000000.0,21430000000.0,148533000000.0,-3967000000.0,-14672000000.0,14772000000.0,22049000000.0,-16145000000.0,0.0,8618000000.0,2253610387,99649000000.0,132929000000.0,2253610387,24000000.0,115618000000.0,NYSE,2.74,12.41,2008,F
2009-12-31,5034000000.0,18292000000.0,NA,118308000000.0,118308000000.0,13258000000.0,113274000000.0,9854000000.0,2717000000.0,14594000000.0,21441000000.0,-13599000000.0,0.0,5450000000.0,3337000000,84583000000.0,115373000000.0,3337000000,34000000.0,107553000000.0,NYSE,12.63,14.66,2009,F
2010-12-31,12594000000.0,24503000000.0,NA,128954000000.0,128954000000.0,11909000000.0,116360000000.0,13301000000.0,6561000000.0,16362000000.0,14805000000.0,-7038000000.0,0.0,5917000000.0,3778000000,77458000000.0,88532000000.0,3778000000,38000000.0,87859000000.0,NYSE,15.16,12.71,2010,F
2011-12-31,11341000000.0,22919000000.0,NA,136264000000.0,136264000000.0,11578000000.0,124923000000.0,13112000000.0,20213000000.0,17724000000.0,17148000000.0,12985000000.0,0.0,5901000000.0,3816000000,78541000000.0,59177000000.0,3816000000,38000000.0,74205000000.0,NYSE,12.62,12.86,2011,F
2012-12-31,6291000000.0,18559000000.0,NA,134252000000.0,134252000000.0,12182000000.0,127961000000.0,8433000000.0,5665000000.0,19308000000.0,15659000000.0,18077000000.0,0.0,7362000000.0,3946000000,71510000000.0,66296000000.0,3946000000,40000000.0,82243000000.0,NYSE,12.9,15.625,2012,F
2013-12-31,5439000000.0,18823000000.0,NA,146917000000.0,146917000000.0,13176000000.0,141478000000.0,7830000000.0,7155000000.0,19531000000.0,14468000000.0,23658000000.0,0.0,7708000000.0,3984000000,77481000000.0,76625000000.0,3984000000,40000000.0,103008000000.0,NYSE,16.32,17.095,2013,F
2014-12-31,3440000000.0,17862000000.0,NA,144077000000.0,144077000000.0,14117000000.0,140637000000.0,5139000000.0,3187000000.0,20035000000.0,10757000000.0,24556000000.0,0.0,7866000000.0,4009000000,81111000000.0,79999000000.0,4009000000,40000000.0,104804000000.0,NYSE,15.91,13.94,2014,F
2015-12-31,7647000000.0,23063000000.0,NA,149558000000.0,149558000000.0,14999000000.0,141911000000.0,11025000000.0,7373000000.0,20272000000.0,14272000000.0,14414000000.0,0.0,8319000000.0,4031000000,90691000000.0,89856000000.0,4031000000,41000000.0,118498000000.0,NYSE,13.1,13.34,2015,F
2016-12-31,13020000000.0,25216000000.0,NA,151799000000.0,151800000000.0,12196000000.0,138780000000.0,16594000000.0,4596000000.0,21296000000.0,15905000000.0,15634000000.0,0.0,8898000000.0,4163000000,57368000000.0,93301000000.0,4047000000,41000000.0,122471000000.0,NYSE,11.44,11.02,2016,F
2017-12-31,13917000000.0,25444000000.0,NA,156766000000.0,156776000000.0,11527000000.0,142859000000.0,18385000000.0,7602000000.0,23282000000.0,18492000000.0,21218000000.0,0.0,10277000000.0,4174000000,62809000000.0,102666000000.0,4058000000,41000000.0,137556000000.0,NYSE,10.86,9.39,2017,F
2018-12-31,12666000000.0,24069000000.0,NA,160338000000.0,160338000000.0,11403000000.0,147672000000.0,15036000000.0,3677000000.0,21520000000.0,16718000000.0,22668000000.0,0.0,11220000000.0,4071000000,65548000000.0,100720000000.0,4071000000,41000000.0,136652000000.0,NYSE,8.98,7.8,2018,F
2019-12-31,10046000000.0,21207000000.0,NA,155900000000.0,155900000000.0,11161000000.0,145854000000.0,9881000000.0,47000000.0,20673000000.0,17504000000.0,20320000000.0,0.0,10786000000.0,3964929075,62888000000.0,101361000000.0,3964929075,41000000.0,134546000000.0,NYSE,4.4,11.98,2019,F
2020-12-31,4199000000.0,14392000000.0,NA,127144000000.0,127144000000.0,10193000000.0,122945000000.0,9140000000.0,-1279000000.0,22204000000.0,25243000000.0,18243000000.0,0.0,10808000000.0,4096000000,52394000000.0,110341000000.0,4096000000,41000000.0,141031000000.0,NYSE,12.17,0,2020,F
1988-12-31,-1300000.0,33400000.0,NA,179200000.0,179200000.0,26000000.0,180500000.0,-1300000.0,21000000.0,-1.0,2600000.0,67200000.0,-1.0,23400000.0,21466000,-1.0,188700000.0,21466000,-1.0,240300000.0,NYSE,-1,0,1988,TYL
1989-12-31,-2900000.0,34200000.0,NA,189400000.0,189400000.0,28300000.0,192300000.0,-2900000.0,1400000.0,-1.0,1000000.0,67500000.0,-1.0,25800000.0,20825000,-1.0,33000000.0,20825000,-1.0,150300000.0,NYSE,-1,0,1989,TYL
1990-12-31,4900000.0,40200000.0,NA,217600000.0,217600000.0,26600000.0,212700000.0,4900000.0,3600000.0,7700000.0,17300000.0,70700000.0,-1.0,28600000.0,20562000,-1.0,-1.0,20562000,-1.0,117600000.0,NYSE,-1,0,1990,TYL
1991-12-31,3400000.0,61300000.0,NA,266400000.0,266400000.0,47500000.0,263000000.0,3400000.0,1200000.0,12900000.0,10300000.0,71900000.0,-1.0,34800000.0,21309000,-1.0,-1.0,21309000,-1.0,119400000.0,NYSE,-1,0,1991,TYL
1992-12-31,6700000.0,73400000.0,NA,286200000.0,286200000.0,55700000.0,279500000.0,6700000.0,3200000.0,12900000.0,12100000.0,75200000.0,-1.0,38400000.0,20721000,-1.0,-1.0,20721000,-1.0,122300000.0,NYSE,-1,0,1992,TYL
1993-12-31,3400000.0,72000000.0,NA,282400000.0,282400000.0,58000000.0,279000000.0,3400000.0,-2300000.0,11700000.0,18000000.0,72900000.0,-1.0,32700000.0,20298000,-1.0,-1.0,20298000,-1.0,118000000.0,NYSE,-1,0,1993,TYL
1994-12-31,-1700000.0,114500000.0,NA,357900000.0,357900000.0,103400000.0,359600000.0,-1700000.0,-4700000.0,20100000.0,2000000.0,68200000.0,-1.0,50200000.0,19859000,-1.0,63500000.0,19859000,-1.0,173800000.0,NYSE,-1,0,1994,TYL
1995-12-31,2500000.0,80600000.0,NA,140600000.0,140600000.0,73500000.0,138100000.0,2500000.0,-17000000.0,7600000.0,3200000.0,51200000.0,-1.0,22300000.0,19875000,-1.0,-1.0,19875000,-1.0,93400000.0,NYSE,-1,0,1995,TYL
1996-12-31,-12500000.0,71500000.0,NA,128400000.0,128400000.0,79500000.0,140900000.0,-12500000.0,-61300000.0,5800000.0,15800000.0,-10100000.0,-1.0,20100000.0,19880000,-1.0,-1.0,19880000,-1.0,32000000.0,NYSE,-1,78.125,1996,TYL
1997-12-31,600000.0,34600000.0,NA,76400000.0,76400000.0,31900000.0,75800000.0,600000.0,-3300000.0,5600000.0,8900000.0,-13400000.0,-1.0,22900000.0,21756000,-1.0,-1.0,21756000,-1.0,31400000.0,NYSE,7.75,5.625,1997,TYL
1998-12-31,5000000.0,25000000.0,NA,50500000.0,50500000.0,14500000.0,45500000.0,5000000.0,-8400000.0,1200000.0,1600000.0,-21800000.0,-1.0,-1.0,34490000,-1.0,37200000.0,34490000,-1.0,113500000.0,NYSE,4.375,5,1998,TYL
1999-12-31,8764000.0,57934000.0,NA,108401000.0,108401000.0,37909000.0,99637000.0,8764000.0,-2824000.0,5163000.0,2424000.0,-24615000.0,-1.0,-1.0,43290687,-1.0,67446000.0,43290687,447000.0,206350000.0,NYSE,6.375,1.39,1999,TYL
2000-12-31,-5433000.0,37058000.0,NA,93200000.0,93200000.0,32805000.0,98633000.0,-5433000.0,-24597000.0,4906000.0,8930000.0,-49212000.0,-1.0,-1.0,47179447,36922000.0,7747000.0,47179447,480000.0,103869000.0,NYSE,1.56,4.3,2000,TYL
2001-12-31,2291000.0,40019000.0,NA,117888000.0,117888000.0,31065000.0,115597000.0,2291000.0,269000.0,2036000.0,5271000.0,-48943000.0,0.0,-1.0,47227764,35256000.0,2910000.0,47227764,481000.0,103794000.0,NYSE,5.45,3.61,2001,TYL
2002-12-31,10739000.0,47982000.0,NA,133897000.0,133897000.0,33914000.0,123158000.0,10739000.0,7989000.0,2390000.0,13744000.0,-40954000.0,0.0,-1.0,46219333,33510000.0,2550000.0,46219333,481000.0,121206000.0,NYSE,3.65,9.59,2002,TYL
2003-12-31,15512000.0,56833000.0,NA,145454000.0,145454000.0,38390000.0,129942000.0,15512000.0,26402000.0,2378000.0,10268000.0,-14552000.0,0.0,-1.0,41444206,38411000.0,-1.0,41444206,481000.0,117907000.0,NYSE,9.82,7.16,2003,TYL
2004-12-31,17120000.0,65285000.0,NA,172270000.0,172270000.0,45451000.0,155150000.0,17120000.0,10128000.0,2890000.0,12573000.0,-4424000.0,0.0,-1.0,40724608,45801000.0,-1.0,40724608,481000.0,118400000.0,NYSE,7.45,9.96,2004,TYL
2005-12-31,13979000.0,61487000.0,NA,170457000.0,170457000.0,46242000.0,156478000.0,13979000.0,8193000.0,3330000.0,20733000.0,3769000.0,0.0,-1.0,39176437,49644000.0,-1.0,39176437,481000.0,112197000.0,NYSE,10.79,13.51,2005,TYL
2006-12-31,21775000.0,74804000.0,NA,195303000.0,195303000.0,51711000.0,173528000.0,21775000.0,14362000.0,5063000.0,17212000.0,18131000.0,0.0,-1.0,38892186,58188000.0,-1.0,38892186,481000.0,125875000.0,NYSE,12.68,14,2006,TYL
2007-12-31,26780000.0,84425000.0,NA,219796000.0,219796000.0,51724000.0,193016000.0,26780000.0,17501000.0,3323000.0,9642000.0,35632000.0,0.0,-1.0,38619502,63965000.0,-1.0,38619502,481000.0,137211000.0,NYSE,14.2,13.28,2007,TYL
2008-12-31,37140000.0,109787000.0,NA,265101000.0,265101000.0,62923000.0,227961000.0,37140000.0,14862000.0,2617000.0,1762000.0,50494000.0,19553000.0,-1.0,50188660,76989000.0,-1.0,37855111,481000.0,114262000.0,NYSE,14.72,18.73,2008,TYL
2009-12-31,44784000.0,128763000.0,NA,290286000.0,290286000.0,70115000.0,245502000.0,44784000.0,27010000.0,3807000.0,9696000.0,77504000.0,21394000.0,-1.0,48147969,81245000.0,-1.0,35120131,481000.0,134358000.0,NYSE,18.9,NA,2009,TYL
2010-12-31,41641000.0,128317000.0,NA,288628000.0,288628000.0,69480000.0,246987000.0,41641000.0,25054000.0,2626000.0,2114000.0,102558000.0,23408000.0,-1.0,48147969,81860000.0,-1.0,32293764,481000.0,106972000.0,NYSE,NA,NA,2010,TYL
2011-12-31,46517000.0,141912000.0,NA,309391000.0,309391000.0,75650000.0,262874000.0,46517000.0,27557000.0,3211000.0,1326000.0,130115000.0,0.0,-1.0,48147969,90012000.0,60700000.0,29971919,481000.0,138810000.0,NYSE,NA,NA,2011,TYL
2012-12-31,56577000.0,167702000.0,NA,363304000.0,363304000.0,86706000.0,306727000.0,56577000.0,32994000.0,3167000.0,6406000.0,163109000.0,0.0,-1.0,48147969,100327000.0,18000000.0,31331066,481000.0,163299000.0,NYSE,60.16,NA,2012,TYL
2013-12-31,67128000.0,193203000.0,NA,416643000.0,416643000.0,98289000.0,349515000.0,67128000.0,39101000.0,2533000.0,78876000.0,202210000.0,0.0,-1.0,48147969,106570000.0,-1.0,32838029,481000.0,246319000.0,NYSE,NA,120.75,2013,TYL
2014-12-31,94822000.0,233371000.0,NA,493101000.0,493101000.0,108260000.0,398279000.0,94822000.0,58940000.0,4119000.0,206167000.0,261150000.0,0.0,-1.0,48147969,112660000.0,-1.0,33469187,481000.0,336973000.0,NYSE,NA,NA,2014,TYL
2015-12-31,108043000.0,277187000.0,NA,591022000.0,591022000.0,133317000.0,482979000.0,108043000.0,64869000.0,6789000.0,33087000.0,326019000.0,0.0,-1.0,48147969,176360000.0,66000000.0,36774303,481000.0,924857000.0,NYSE,NA,NA,2015,TYL
2016-12-31,131305000.0,355351000.0,NA,756043000.0,756043000.0,167161000.0,624738000.0,131305000.0,109857000.0,7295000.0,36151000.0,435876000.0,0.0,-1.0,48147969,200334000.0,10000000.0,36766236,481000.0,925525000.0,NYSE,NA,NA,2016,TYL
2017-12-31,160930000.0,399140000.0,NA,840662000.0,840662000.0,176974000.0,679732000.0,160930000.0,163945000.0,8174000.0,185926000.0,599821000.0,0.0,-1.0,48147969,227127000.0,-1.0,37885787,481000.0,1167094000.0,NYSE,NA,NA,2017,TYL
2018-12-31,152492000.0,439578000.0,NA,935282000.0,935282000.0,207605000.0,782790000.0,152492000.0,147462000.0,6910000.0,134279000.0,771925000.0,0.0,-1.0,48147969,298912000.0,-1.0,38275464,481000.0,1324846000.0,NYSE,NA,NA,2018,TYL
2019-12-31,156367000.0,516900000.0,NA,1086427000.0,1086427000.0,257746000.0,930060000.0,156367000.0,146527000.0,14977000.0,232682000.0,917336000.0,0.0,-1.0,48147969,374089000.0,-1.0,39308617,481000.0,1617058000.0,NYSE,NA,NA,2019,TYL
2020-12-31,172926000.0,542512000.0,NA,1116663000.0,1116663000.0,259561000.0,943737000.0,172926000.0,194820000.0,14011000.0,603623000.0,1112156000.0,0.0,-1.0,48147969,382319000.0,-1.0,40539342,481000.0,1986111000.0,NYSE,NA,0,2020,TYL
1985-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,51100000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1985,RF
1986-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,54100000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1986,RF
1987-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,56200000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1987,RF
1988-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,58200000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1988,RF
1989-12-31,NA,NA,-1.0,274900000.0,274900000.0,93300000.0,NA,NA,62600000.0,NA,498600000.0,369000000.0,NA,NA,72604000,58300000.0,45300000.0,72604000,-1.0,534700000.0,NYSE,-1,0,1989,RF
1990-12-31,NA,NA,-1.0,314800000.0,314800000.0,102400000.0,NA,NA,68900000.0,NA,384800000.0,407700000.0,NA,NA,72104000,62700000.0,19700000.0,72104000,-1.0,543800000.0,NYSE,-1,0,1990,RF
1991-12-31,NA,NA,-1.0,366500000.0,366500000.0,119100000.0,NA,NA,78300000.0,NA,479500000.0,454400000.0,NA,NA,72712000,57000000.0,18800000.0,72712000,-1.0,591800000.0,NYSE,-1,0,1991,RF
1992-12-31,NA,NA,-1.0,431800000.0,431800000.0,138400000.0,NA,NA,95000000.0,NA,569100000.0,516100000.0,NA,NA,74550000,53100000.0,137000000.0,74550000,-1.0,793700000.0,NYSE,-1,0,1992,RF
1993-12-31,NA,NA,-1.0,474100000.0,474100000.0,154600000.0,NA,NA,112000000.0,NA,579800000.0,462300000.0,NA,NA,82098000,67500000.0,462900000.0,82098000,-1.0,1313900000.0,NYSE,-1,0,1993,RF
1994-12-31,NA,NA,-1.0,579000000.0,579000000.0,179200000.0,NA,NA,145900000.0,NA,596800000.0,431000000.0,NA,NA,90016000,88300000.0,519200000.0,90016000,-1.0,1533100000.0,NYSE,-1,0,1994,RF
1995-12-31,NA,NA,-1.0,657100000.0,657100000.0,204600000.0,NA,NA,172800000.0,NA,531700000.0,407000000.0,NA,NA,90920000,99100000.0,552600000.0,90920000,-1.0,1677700000.0,NYSE,-1,0,1995,RF
1996-12-31,NA,NA,-1.0,921200000.0,921200000.0,281800000.0,NA,NA,229700000.0,NA,808100000.0,1050600000.0,NA,NA,125310000,-1.0,447300000.0,125310000,-1.0,2046000000.0,NYSE,-1,NA,1996,RF
