Date,OperatingIncome,GrossProfit,SellingAndMarketingExpense,OperatingRevenue,TotalRevenue,SellingGeneralAndAdministration,TotalExpenses,EBIT,NetIncome,AccountsPayable,CashAndCashEquivalents,RetainedEarnings,Properties,Inventory,ShareIssued,AccountsReceivable,LongTermDebt,OrdinarySharesNumber,CommonStock,TotalCapitalization,Exchange,Buy_Close,Sale_Close,Year,COMPANY
2000-12-31,NA,NA,-1.0,21337800000.0,21337800000.0,-1.0,18131900000.0,3562800000.0,1876700000.0,-1.0,195200000.0,10191600000.0,NA,NA,591684000,-1.0,6040000000.0,591684000,98600000.0,17231100000.0,NYSE,NA,NA,2000,L
2001-12-31,NA,NA,-1.0,19417200000.0,19417200000.0,-1.0,20230300000.0,-481100000.0,-589100000.0,-1.0,181300000.0,9214900000.0,NA,NA,574479900,-1.0,5920300000.0,574479900,191500000.0,15569600000.0,NYSE,NA,NA,2001,L
2002-12-31,NA,NA,-1.0,17495400000.0,17495400000.0,-1.0,15848300000.0,1956700000.0,912000000.0,-1.0,185400000.0,9404600000.0,NA,NA,556323600,-1.0,5651900000.0,556323600,185400000.0,16887100000.0,NYSE,NA,NA,2002,L
2003-12-31,NA,NA,-1.0,16461000000.0,16461000000.0,-1.0,17839400000.0,-1070000000.0,-610700000.0,-1.0,180800000.0,8602100000.0,NA,NA,556341150,-1.0,5820200000.0,556341150,185400000.0,16874500000.0,NYSE,NA,NA,2003,L
2004-12-31,NA,NA,-1.0,15242300000.0,15242300000.0,-1.0,13420300000.0,2146100000.0,1231300000.0,-1.0,219900000.0,9616600000.0,NA,NA,556864797,-1.0,5980200000.0,556864797,185600000.0,18163500000.0,NYSE,NA,31.53,2004,L
2005-12-31,NA,NA,-1.0,16017800000.0,16017800000.0,-1.0,14171300000.0,2210700000.0,1211600000.0,-1.0,153100000.0,10364400000.0,NA,NA,557650977,-1.0,4608600000.0,557650977,186600000.0,17700700000.0,NYSE,34,130.986,2005,L
2006-12-31,NA,NA,-1.0,17911000000.0,17911000000.0,-1.0,13438900000.0,4776200000.0,2491300000.0,-1.0,133800000.0,12098700000.0,NA,NA,535189548,-1.0,5567800000.0,535189548,6500000.0,22069600000.0,NYSE,NA,NA,2006,L
2007-12-31,NA,NA,-1.0,18380000000.0,18380000000.0,-1.0,13805000000.0,4893000000.0,2489000000.0,-1.0,141000000.0,13691000000.0,NA,NA,529694652,-1.0,6900000000.0,529694652,6000000.0,24491000000.0,NYSE,NA,19.242,2007,L
2008-12-31,NA,NA,1185000000.0,13247000000.0,13247000000.0,1185000000.0,12660000000.0,932000000.0,4530000000.0,316000000.0,131000000.0,13425000000.0,NA,NA,435136670,-1.0,8187000000.0,435136670,0.0,21313000000.0,NYSE,22.59,NA,2008,L
2009-12-31,NA,NA,-1.0,14117000000.0,14117000000.0,-1.0,12387000000.0,2178000000.0,564000000.0,281000000.0,190000000.0,13693000000.0,NA,NA,425497522,-1.0,9475000000.0,425070322,4000000.0,26374000000.0,NYSE,NA,42.912,2009,L
2010-12-31,NA,NA,1391000000.0,14615000000.0,14615000000.0,1391000000.0,11713000000.0,3419000000.0,1288000000.0,685000000.0,120000000.0,14564000000.0,NA,NA,414930507,10142000000.0,8830000000.0,414546107,4000000.0,27280000000.0,NYSE,NA,39.482,2010,L
2011-12-31,NA,NA,1549000000.0,14127000000.0,14127000000.0,1549000000.0,11895000000.0,2754000000.0,1064000000.0,162000000.0,129000000.0,14957000000.0,NA,NA,396585226,9259000000.0,8913000000.0,396200826,4000000.0,27748000000.0,NYSE,NA,43.369,2011,L
2012-12-31,NA,NA,-1.0,14552000000.0,14552000000.0,-1.0,13153000000.0,1839000000.0,568000000.0,205000000.0,228000000.0,15192000000.0,NA,NA,392054766,8141000000.0,9191000000.0,391805166,4000000.0,28650000000.0,NYSE,NA,NA,2012,L
2013-12-31,NA,NA,-1.0,15053000000.0,15053000000.0,-1.0,13624000000.0,1871000000.0,595000000.0,143000000.0,295000000.0,15508000000.0,NA,NA,387210096,8080000000.0,10006000000.0,387210096,4000000.0,29464000000.0,NYSE,NA,NA,2013,L
2014-12-31,NA,NA,-1.0,14325000000.0,14325000000.0,-1.0,12515000000.0,2308000000.0,591000000.0,673000000.0,364000000.0,15515000000.0,NA,NA,372934540,6691000000.0,10333000000.0,372934540,4000000.0,29613000000.0,NYSE,40.43,NA,2014,L
2015-12-31,NA,NA,-1.0,13415000000.0,13415000000.0,-1.0,13171000000.0,764000000.0,260000000.0,567000000.0,440000000.0,14731000000.0,NA,NA,339897547,6582000000.0,9543000000.0,339897547,3000000.0,27104000000.0,NYSE,NA,NA,2015,L
2016-12-31,NA,NA,-1.0,13105000000.0,13105000000.0,-1.0,12169000000.0,1472000000.0,654000000.0,150000000.0,327000000.0,15196000000.0,NA,NA,340013923,6671000000.0,10668000000.0,336621358,3000000.0,28831000000.0,NYSE,NA,NA,2016,L
2017-12-31,NA,NA,-1.0,13735000000.0,13735000000.0,-1.0,12153000000.0,2228000000.0,1164000000.0,60000000.0,472000000.0,16096000000.0,NA,NA,332487815,6597000000.0,11253000000.0,332087815,3000000.0,30457000000.0,NYSE,NA,NA,2017,L
2018-12-31,NA,NA,-1.0,14066000000.0,14066000000.0,-1.0,13232000000.0,1408000000.0,636000000.0,42000000.0,405000000.0,15773000000.0,NA,NA,312169189,6791000000.0,11359000000.0,312069189,3000000.0,29877000000.0,NYSE,48.68,NA,2018,L
2019-12-31,NA,NA,-1.0,14931000000.0,14931000000.0,-1.0,13812000000.0,1710000000.0,932000000.0,108000000.0,336000000.0,15823000000.0,NA,NA,291210222,6660000000.0,11456000000.0,290970222,3000000.0,30575000000.0,NYSE,NA,NA,2019,L
2020-12-31,NA,NA,-1.0,13667000000.0,13667000000.0,-1.0,15131000000.0,-949000000.0,-931000000.0,92000000.0,478000000.0,14150000000.0,NA,NA,269360973,7097000000.0,10072000000.0,269210973,3000000.0,27932000000.0,NYSE,52.25,0.126,2020,L
1985-09-30,2800000.0,37100000.0,NA,220500000.0,220500000.0,31100000.0,217700000.0,2800000.0,2000000.0,-1.0,7700000.0,18300000.0,-1.0,NA,79344000,-1.0,1600000.0,79344000,-1.0,28400000.0,NYSE,-1,0,1985,J
1986-09-30,2600000.0,34400000.0,NA,207600000.0,207600000.0,29100000.0,205000000.0,2600000.0,900000.0,-1.0,13100000.0,18800000.0,-1.0,NA,75184000,-1.0,900000.0,75184000,-1.0,27900000.0,NYSE,-1,0,1986,J
1987-09-30,4100000.0,39200000.0,NA,320300000.0,320300000.0,32900000.0,316200000.0,4100000.0,3500000.0,-1.0,27100000.0,22300000.0,-1.0,NA,75280000,-1.0,12300000.0,75280000,-1.0,43300000.0,NYSE,-1,0,1987,J
1988-09-30,10000000.0,62200000.0,NA,757400000.0,757400000.0,49000000.0,747400000.0,10000000.0,6600000.0,-1.0,30400000.0,21700000.0,-1.0,NA,75824000,-1.0,9200000.0,75824000,-1.0,46700000.0,NYSE,-1,0,1988,J
1989-09-30,14700000.0,75800000.0,NA,793600000.0,793600000.0,57000000.0,778900000.0,14700000.0,10200000.0,58500000.0,23700000.0,31800000.0,-1.0,NA,86056000,-1.0,6300000.0,86056000,-1.0,65100000.0,NYSE,-1,0,1989,J
1990-09-30,21800000.0,94000000.0,NA,881800000.0,881800000.0,66700000.0,860000000.0,21800000.0,14400000.0,66300000.0,20200000.0,45700000.0,-1.0,NA,89900000,-1.0,-1.0,89900000,-1.0,83000000.0,NYSE,-1,0,1990,J
1991-09-30,32300000.0,117600000.0,NA,1036300000.0,1036300000.0,78400000.0,1004000000.0,32300000.0,20400000.0,51400000.0,31800000.0,64700000.0,-1.0,NA,93092000,-1.0,-1.0,93092000,-1.0,106900000.0,NYSE,-1,0,1991,J
1992-09-30,38500000.0,127100000.0,NA,1106400000.0,1106400000.0,80900000.0,1067900000.0,38500000.0,26600000.0,60300000.0,22800000.0,89400000.0,-1.0,NA,94448000,-1.0,-1.0,94448000,-1.0,139800000.0,NYSE,-1,0,1992,J
1993-09-30,46100000.0,156400000.0,NA,1142900000.0,1142900000.0,101500000.0,1096800000.0,46100000.0,28700000.0,42900000.0,20500000.0,118600000.0,-1.0,NA,99028000,-1.0,-1.0,99028000,-1.0,173800000.0,NYSE,-1,0,1993,J
1994-09-30,31800000.0,152400000.0,NA,1165800000.0,1165800000.0,109600000.0,1134000000.0,31800000.0,18800000.0,93100000.0,45600000.0,136200000.0,-1.0,NA,100380000,-1.0,25000000.0,100380000,-1.0,225400000.0,NYSE,-1,0,1994,J
1995-09-30,52700000.0,203500000.0,NA,1723100000.0,1723100000.0,136600000.0,1670400000.0,52700000.0,32200000.0,63800000.0,39100000.0,168200000.0,-1.0,NA,101984000,-1.0,17800000.0,101984000,-1.0,256600000.0,NYSE,-1,0,1995,J
1996-09-30,64600000.0,225400000.0,NA,1799000000.0,1799000000.0,143500000.0,1734400000.0,64600000.0,40400000.0,60800000.0,62900000.0,207600000.0,-1.0,NA,102940000,-1.0,36300000.0,102940000,-1.0,319700000.0,NYSE,-1,NA,1996,J
1997-09-30,73500000.0,252500000.0,NA,1780600000.0,1780600000.0,160200000.0,1707100000.0,73500000.0,46900000.0,109100000.0,56000000.0,249800000.0,-1.0,NA,103504000,-1.0,54100000.0,103504000,-1.0,378400000.0,NYSE,815.625,NA,1997,J
1998-09-30,86500000.0,293500000.0,NA,2101100000.0,2101100000.0,184000000.0,2014600000.0,86500000.0,54400000.0,101800000.0,101300000.0,300300000.0,-1.0,NA,102452000,-1.0,26200000.0,102452000,-1.0,397600000.0,NYSE,NA,NA,1998,J
1999-09-30,108300000.0,428900000.0,NA,2875000000.0,2875000000.0,289000000.0,2766700000.0,108300000.0,65400000.0,186300000.0,53500000.0,359000000.0,-1.0,NA,104572000,-1.0,135400000.0,104572000,26100000.0,584100000.0,NYSE,796.875,140.275,1999,J
2000-09-30,124613000.0,475793000.0,NA,3418942000.0,3418942000.0,311082000.0,3294329000.0,124613000.0,50981000.0,224063000.0,65848000.0,400791000.0,-1.0,NA,105544952,710979000.0,146820000.0,105544952,26386000.0,642363000.0,NYSE,146.025,16.375,2000,J
2001-09-30,143852000.0,504673000.0,NA,3956993000.0,3956993000.0,360821000.0,3813141000.0,143852000.0,87760000.0,197712000.0,49263000.0,472010000.0,0.0,NA,107489432,817160000.0,164308000.0,107489432,26872000.0,756109000.0,NYSE,NA,NA,2001,J
2002-09-30,172370000.0,583677000.0,NA,4555661000.0,4555661000.0,411307000.0,4383291000.0,172370000.0,109690000.0,229579000.0,48469000.0,568957000.0,0.0,NA,109530748,845360000.0,85732000.0,109530748,54765000.0,775345000.0,NYSE,21.1,22.24,2002,J
2003-09-30,197115000.0,625887000.0,NA,4615601000.0,4615601000.0,428772000.0,4418486000.0,197115000.0,128010000.0,196218000.0,126155000.0,692943000.0,0.0,NA,111672270,778056000.0,17806000.0,111672270,55836000.0,859889000.0,NYSE,22.375,NA,2003,J
2004-09-30,198266000.0,664675000.0,NA,4594235000.0,4594235000.0,466409000.0,4395969000.0,198266000.0,128975000.0,195918000.0,100075000.0,820468000.0,0.0,NA,113397028,902444000.0,78758000.0,113397028,56699000.0,1083785000.0,NYSE,NA,NA,2004,J
2005-09-30,241474000.0,806304000.0,NA,5635001000.0,5635001000.0,564830000.0,5393527000.0,241474000.0,151020000.0,257013000.0,239849000.0,947519000.0,0.0,NA,116259994,1029923000.0,89632000.0,116259994,58130000.0,1230274000.0,NYSE,43.84,NA,2005,J
2006-09-30,301556000.0,934248000.0,NA,7421270000.0,7421270000.0,632692000.0,7119714000.0,301556000.0,196883000.0,509267000.0,434067000.0,1023968000.0,0.0,NA,117991626,1304262000.0,77673000.0,117991626,58996000.0,1500887000.0,NYSE,NA,NA,2006,J
2007-09-30,441956000.0,1211349000.0,NA,8473970000.0,8473970000.0,769393000.0,8032014000.0,441956000.0,287130000.0,621969000.0,613352000.0,1272352000.0,0.0,NA,120221871,1532602000.0,40450000.0,120221871,120222000.0,1884112000.0,NYSE,NA,30.33,2007,J
2008-09-30,643059000.0,1734486000.0,NA,11252159000.0,11252159000.0,1091427000.0,10609100000.0,643059000.0,420742000.0,702091000.0,604420000.0,1620673000.0,0.0,NA,122701049,1957773000.0,55675000.0,122701049,122701000.0,2300822000.0,NYSE,NA,39.43,2008,J
2009-09-30,620573000.0,1560883000.0,NA,11467376000.0,11467376000.0,940310000.0,10846803000.0,627689000.0,399854000.0,340651000.0,1033619000.0,2009338000.0,0.0,NA,124229933,-1.0,737000.0,124229933,124230000.0,2626650000.0,NYSE,45.77,NA,2009,J
2010-09-30,400083000.0,1332605000.0,NA,9915517000.0,9915517000.0,932522000.0,9515434000.0,401808000.0,245974000.0,303877000.0,938842000.0,2251366000.0,0.0,NA,125909073,-1.0,509000.0,125909073,125909000.0,2859557000.0,NYSE,NA,NA,2010,J
2011-09-30,518918000.0,1559493000.0,NA,10381664000.0,10381664000.0,1040575000.0,9862746000.0,525460000.0,331029000.0,351299000.0,905633000.0,2564281000.0,0.0,NA,127784884,-1.0,2042000.0,127784884,127785000.0,3315030000.0,NYSE,44.75,48,2011,J
2012-09-30,596073000.0,1726989000.0,NA,10893778000.0,10893778000.0,1130916000.0,10297705000.0,605022000.0,378954000.0,376694000.0,1032457000.0,2920441000.0,0.0,NA,129935881,1193500000.0,528260000.0,129935881,129936000.0,4250733000.0,NYSE,NA,NA,2012,J
2013-09-30,668979000.0,1842319000.0,NA,11818376000.0,11818376000.0,1173340000.0,11149397000.0,674454000.0,423093000.0,457893000.0,1256405000.0,3300961000.0,0.0,NA,131639196,1389278000.0,415086000.0,131639196,131639000.0,4628183000.0,NYSE,NA,NA,2013,J
2014-09-30,528068000.0,2073784000.0,NA,12695157000.0,12695157000.0,1545716000.0,12167089000.0,553603000.0,328108000.0,622875000.0,732647000.0,3527193000.0,0.0,NA,131752768,1425341000.0,764075000.0,131752768,131753000.0,5233330000.0,NYSE,NA,39.66,2014,J
2015-09-30,445527000.0,1968338000.0,NA,12114832000.0,12114832000.0,1522811000.0,11669305000.0,449640000.0,302971000.0,566866000.0,460859000.0,3496212000.0,0.0,NA,123152966,1213892000.0,584434000.0,123152966,123153000.0,4876179000.0,NYSE,NA,NA,2015,J
2016-09-30,338598000.0,1767831000.0,NA,10964157000.0,10964157000.0,1429233000.0,10625559000.0,301983000.0,210463000.0,522427000.0,655716000.0,3586647000.0,0.0,NA,120950899,1110042000.0,385330000.0,120950899,120951000.0,4650606000.0,NYSE,NA,NA,2016,J
2017-09-30,392269000.0,1772252000.0,NA,10022788000.0,10022788000.0,1379983000.0,9630519000.0,405252000.0,293727000.0,683605000.0,774151000.0,3721698000.0,0.0,NA,120385544,949060000.0,235000000.0,120385544,120386000.0,4663352000.0,NYSE,NA,NA,2017,J
2018-09-30,647971000.0,2828370000.0,NA,14984646000.0,14984646000.0,2180399000.0,14336675000.0,631465000.0,163431000.0,1127671000.0,793358000.0,3809991000.0,0.0,NA,142217933,1597297000.0,2146877000.0,142217933,142218000.0,8001222000.0,NYSE,NA,NA,2018,J
2019-09-30,404851000.0,2477028000.0,NA,12737868000.0,12737868000.0,2072177000.0,12333017000.0,434806000.0,847979000.0,1072645000.0,631068000.0,3939174000.0,0.0,NA,132879395,1222339000.0,1201245000.0,132879395,132879000.0,6915936000.0,NYSE,NA,115.96,2019,J
2020-09-30,535973000.0,2586668000.0,NA,13566975000.0,13566975000.0,2050695000.0,13031002000.0,503409000.0,491845000.0,1061754000.0,862424000.0,4020575000.0,0.0,NA,129747783,1294204000.0,1676941000.0,129747783,129748000.0,7492653000.0,NYSE,NA,0.42,2020,J
1991-12-31,96400000.0,-1.0,NA,49900000.0,49900000.0,4200000.0,-46500000.0,96400000.0,-2200000.0,-1.0,0.0,-86800000.0,-1.0,NA,61049476,11500000.0,266600000.0,61049476,-1.0,362100000.0,NYSE,-1,0,1991,KIM
1992-12-31,139300000.0,-1.0,NA,82600000.0,82600000.0,6900000.0,-56700000.0,139300000.0,19000000.0,-1.0,0.0,-90500000.0,-1.0,NA,74581710,11900000.0,258000000.0,74581710,-1.0,412800000.0,NYSE,-1,0,1992,KIM
1993-12-31,170200000.0,-1.0,NA,106800000.0,106800000.0,7900000.0,-63400000.0,170200000.0,34600000.0,-1.0,-1.0,-92800000.0,-1.0,NA,90038980,7300000.0,190900000.0,90038980,-1.0,527100000.0,NYSE,-1,0,1993,KIM
1994-12-31,210800000.0,-1.0,NA,130300000.0,130300000.0,8500000.0,-80500000.0,210800000.0,40300000.0,-1.0,-1.0,-109300000.0,-1.0,NA,90200900,7500000.0,67800000.0,90200900,-1.0,388500000.0,NYSE,-1,0,1994,KIM
1995-12-31,213100000.0,-1.0,NA,149800000.0,149800000.0,8800000.0,-63300000.0,213100000.0,51900000.0,-1.0,-1.0,-114700000.0,-1.0,NA,101142428,-1.0,389300000.0,101142428,-1.0,836500000.0,NYSE,-1,0,1995,KIM
1996-12-31,98185019.0,-1.0,NA,3447577.0,168144419.0,10333924.0,69959400.0,98185019.0,73826893.0,76388825.0,37425206.0,-115093138.0,-1.0,NA,108590704,-1.0,310250000.0,108590704,362151.0,915554879.0,NYSE,-1,NA,1996,KIM
1997-12-31,115463176.0,-1.0,NA,3276152.0,198929403.0,11651341.0,83466227.0,115463176.0,85836445.0,155652317.0,30978178.0,-115642791.0,-1.0,NA,121124439,-1.0,410250000.0,121124439,403948.0,1153569211.0,NYSE,NA,NA,1997,KIM
1998-12-31,196163287.0,-1.0,NA,353600000.0,338797629.0,18582817.0,142634342.0,196163287.0,122265970.0,500490231.0,43920544.0,-124183281.0,-1.0,NA,180311844,-1.0,855250000.0,180311844,601337.0,2440268852.0,NYSE,NA,NA,1998,KIM
1999-12-31,254650000.0,-1.0,NA,5091000.0,433880000.0,23833000.0,179230000.0,254650000.0,176778000.0,277275000.0,28076000.0,-122959000.0,-1.0,NA,182101950,-1.0,1037250000.0,182101950,608000.0,2642685000.0,NYSE,NA,15.03,1999,KIM
2000-12-31,276311000.0,-1.0,NA,6131000.0,459407000.0,25691000.0,183096000.0,276311000.0,205025000.0,309437000.0,19097000.0,-113110000.0,-1.0,NA,189339909,-1.0,1080250000.0,189339909,631000.0,2788535000.0,NYSE,NA,245.625,2000,KIM
2001-12-31,276001000.0,-1.0,NA,7797000.0,468616000.0,28980000.0,192615000.0,276001000.0,236538000.0,361152000.0,93847000.0,-93131000.0,-1.0,NA,206705140,-1.0,1035250000.0,206705140,1034000.0,2925334000.0,NYSE,16.225,NA,2001,KIM
2002-12-31,328232000.0,-1.0,NA,450829000.0,450829000.0,31904000.0,122597000.0,328232000.0,245668000.0,369516000.0,35962000.0,-85367000.0,-1.0,NA,209203656,-1.0,1302250000.0,209203656,1046000.0,3209578000.0,NYSE,NA,NA,2002,KIM
2003-12-31,353169000.0,-1.0,NA,479664000.0,479664000.0,38657000.0,126495000.0,353169000.0,307879000.0,560937000.0,48288000.0,-30112000.0,-1.0,NA,221247934,-1.0,1686250000.0,221247934,1106000.0,3822096000.0,NYSE,NA,28.16,2003,KIM
2004-12-31,383698000.0,-1.0,NA,516967000.0,516967000.0,44611000.0,133269000.0,383698000.0,297137000.0,607649000.0,38220000.0,-3749000.0,-1.0,NA,224852812,-1.0,1608925000.0,224852812,1124000.0,3845325000.0,NYSE,26.48,74.39,2004,KIM
2005-12-31,384570000.0,-1.0,NA,522545000.0,522545000.0,56803000.0,137975000.0,384570000.0,363628000.0,585228000.0,76273000.0,59855000.0,-1.0,NA,228059056,-1.0,2147405000.0,228059056,2281000.0,4534619000.0,NYSE,39.5,NA,2005,KIM
2006-12-31,432401000.0,-1.0,NA,593880000.0,593880000.0,77683000.0,161479000.0,432401000.0,428259000.0,1002566000.0,345065000.0,140509000.0,-1.0,NA,250870169,-1.0,2748345000.0,250870169,2509000.0,6115304000.0,NYSE,NA,NA,2006,KIM
2007-12-31,202306000.0,-1.0,NA,681553000.0,681553000.0,103882000.0,479247000.0,202306000.0,442830000.0,1246176000.0,87499000.0,180005000.0,-1.0,NA,252803564,-1.0,3131765000.0,252803564,2528000.0,7026339000.0,NYSE,NA,9.72,2007,KIM
2008-12-31,276564000.0,542634000.0,NA,824703000.0,758704000.0,117879000.0,482140000.0,340355000.0,249902000.0,151241000.0,136177000.0,-58162000.0,0.0,NA,271080525,-1.0,4556646000.0,271080525,2711000.0,8531992000.0,NYSE,7.22,14.72,2008,KIM
2009-12-31,269966000.0,607786000.0,NA,844329000.0,844329000.0,110091000.0,574363000.0,169034000.0,-3942000.0,142116000.0,122058000.0,-338738000.0,0.0,NA,405532566,-1.0,4434383000.0,405532566,4055000.0,9287356000.0,NYSE,15.74,19,2009,KIM
2010-12-31,298253000.0,645928000.0,NA,898876000.0,898876000.0,109201000.0,600623000.0,315986000.0,142868000.0,184735000.0,125154000.0,-515164000.0,0.0,NA,406423514,-1.0,4028734000.0,406423514,4064000.0,8964576000.0,NYSE,17.91,NA,2010,KIM
2011-12-31,293780000.0,660266000.0,NA,916288000.0,916288000.0,118937000.0,622508000.0,305476000.0,169051000.0,190300000.0,112882000.0,-702999000.0,0.0,NA,406937830,-1.0,4069257000.0,406937830,4069000.0,8755643000.0,NYSE,19.23,NA,2011,KIM
2012-12-31,294621000.0,675474000.0,NA,922304000.0,922304000.0,124480000.0,627683000.0,261664000.0,266073000.0,111881000.0,141875000.0,-824008000.0,-1.0,NA,407782102,161113000.0,4195317000.0,407782102,4078000.0,8960477000.0,NYSE,22.35,23.105,2012,KIM
2013-12-31,316906000.0,700612000.0,NA,946673000.0,946673000.0,127913000.0,629767000.0,248578000.0,236281000.0,124290000.0,148768000.0,-996058000.0,-1.0,NA,409731058,164326000.0,4221401000.0,409731058,4097000.0,8853818000.0,NYSE,NA,NA,2013,KIM
2014-12-31,350123000.0,735280000.0,NA,993897000.0,993897000.0,122201000.0,643774000.0,305866000.0,424001000.0,129509000.0,187322000.0,-1006578000.0,-1.0,NA,411819818,172386000.0,4620298000.0,411819818,4118000.0,9395083000.0,NYSE,NA,NA,2014,KIM
2015-12-31,388955000.0,862292000.0,NA,1166769000.0,1166769000.0,122735000.0,777814000.0,387807000.0,894115000.0,150059000.0,189534000.0,-572335000.0,-1.0,NA,413430756,175252000.0,5376310000.0,413430756,4134000.0,10422610000.0,NYSE,NA,24.795,2015,KIM
2016-12-31,394089000.0,872274000.0,NA,1170792000.0,1170792000.0,117302000.0,776703000.0,260574000.0,378850000.0,145751000.0,142486000.0,-676867000.0,-1.0,NA,425034113,181823000.0,5066368000.0,425034113,4250000.0,10322507000.0,NYSE,22.09,16.25,2016,KIM
2017-12-31,404810000.0,889706000.0,NA,1200834000.0,1200834000.0,118455000.0,796024000.0,338285000.0,426075000.0,185702000.0,238513000.0,-761337000.0,-1.0,NA,425646380,189757000.0,5478927000.0,425646380,4256000.0,10873171000.0,NYSE,13.99,18.45,2017,KIM
2018-12-31,431773000.0,836203000.0,NA,918381000.0,1164762000.0,87797000.0,732989000.0,582685000.0,497795000.0,174903000.0,143581000.0,-787707000.0,-1.0,NA,421388879,184528000.0,4873872000.0,421388879,4214000.0,10207676000.0,NYSE,18.18,18.94,2018,KIM
2019-12-31,447112000.0,821933000.0,NA,1158884000.0,1158884000.0,96942000.0,711772000.0,489401000.0,410605000.0,170082000.0,123947000.0,-904679000.0,-1.0,NA,431814951,218689000.0,5315767000.0,431814951,4318000.0,10180659000.0,NYSE,8.3,19.11,2019,KIM
2020-12-31,332752000.0,714924000.0,NA,1057893000.0,1057893000.0,93217000.0,725141000.0,1114778000.0,1000833000.0,146457000.0,293188000.0,-162812000.0,-1.0,NA,432518743,219248000.0,5355480000.0,432518743,4325000.0,10963524000.0,NYSE,NA,0.34,2020,KIM
2014-12-31,864000000.0,2193000000.0,NA,12542000000.0,12542000000.0,770000000.0,11678000000.0,555000000.0,268000000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,2014,HWM
2015-12-31,867000000.0,2309000000.0,NA,12413000000.0,12413000000.0,765000000.0,11546000000.0,656000000.0,-322000000.0,1510000000.0,1362000000.0,8834000000.0,NA,2284000000.0,438519780,960000000.0,8786000000.0,438519780,1391000000.0,20832000000.0,NYSE,-1,NA,2015,HWM
2016-12-31,974000000.0,2583000000.0,NA,12394000000.0,12394000000.0,942000000.0,11420000000.0,913000000.0,-941000000.0,1744000000.0,1863000000.0,-1027000000.0,NA,2253000000.0,438519780,974000000.0,8044000000.0,438519780,438000000.0,13159000000.0,NYSE,26.18,24.26,2016,HWM
2017-12-31,1210000000.0,2603000000.0,NA,12960000000.0,12960000000.0,731000000.0,11750000000.0,966000000.0,-74000000.0,1839000000.0,2150000000.0,-1248000000.0,NA,2480000000.0,481416537,1035000000.0,6806000000.0,481416537,481000000.0,11716000000.0,NYSE,22.08,NA,2017,HWM
2018-12-31,1334000000.0,2617000000.0,NA,14014000000.0,14014000000.0,604000000.0,12680000000.0,1246000000.0,642000000.0,2129000000.0,2277000000.0,-358000000.0,NA,2492000000.0,483270717,1047000000.0,5896000000.0,483270717,483000000.0,11469000000.0,NYSE,19.66,NA,2018,HWM
2019-12-31,1655000000.0,2965000000.0,NA,14192000000.0,14192000000.0,704000000.0,12537000000.0,913000000.0,470000000.0,2043000000.0,1648000000.0,129000000.0,NA,2429000000.0,432855183,967000000.0,4906000000.0,432855183,433000000.0,9513000000.0,NYSE,13.2,NA,2019,HWM
2020-12-31,798000000.0,1381000000.0,NA,5259000000.0,5259000000.0,287000000.0,4461000000.0,552000000.0,261000000.0,599000000.0,1610000000.0,364000000.0,NA,1488000000.0,432906377,328000000.0,4699000000.0,432906377,433000000.0,8276000000.0,NYSE,31.82,0.02,2020,HWM
1993-12-31,451000000.0,1243000000.0,NA,3903000000.0,3903000000.0,446000000.0,3452000000.0,451000000.0,-209000000.0,425000000.0,141000000.0,1055000000.0,-1.0,345000000.0,165292000,-1.0,1801000000.0,165292000,-1.0,2862000000.0,NYSE,-1,0,1993,EMN
1994-12-31,636000000.0,1442000000.0,NA,4329000000.0,4329000000.0,310000000.0,3693000000.0,636000000.0,336000000.0,322000000.0,90000000.0,1258000000.0,-1.0,392000000.0,166184000,-1.0,1195000000.0,166184000,-1.0,2490000000.0,NYSE,-1,0,1994,EMN
1995-12-31,964000000.0,1812000000.0,NA,5040000000.0,5040000000.0,364000000.0,4076000000.0,964000000.0,559000000.0,291000000.0,100000000.0,1684000000.0,-1.0,467000000.0,159884000,-1.0,1217000000.0,159884000,-1.0,2745000000.0,NYSE,-1,0,1995,EMN
1996-12-31,663000000.0,1493000000.0,NA,4782000000.0,4782000000.0,332000000.0,4119000000.0,663000000.0,380000000.0,312000000.0,24000000.0,1929000000.0,-1.0,465000000.0,155239862,744000000.0,1523000000.0,155239862,-1.0,3162000000.0,NYSE,-1,NA,1996,EMN
1997-12-31,506000000.0,1096000000.0,NA,4678000000.0,4678000000.0,337000000.0,4172000000.0,506000000.0,286000000.0,281000000.0,29000000.0,2078000000.0,0.0,511000000.0,156510722,793000000.0,1714000000.0,156510722,1000000.0,3467000000.0,NYSE,33.875,24.16,1997,EMN
1998-12-31,434000000.0,935000000.0,NA,4481000000.0,4481000000.0,316000000.0,4047000000.0,434000000.0,249000000.0,316000000.0,29000000.0,2188000000.0,0.0,493000000.0,158527096,776000000.0,1649000000.0,158527096,1000000.0,3583000000.0,NYSE,NA,NA,1998,EMN
1999-12-31,227000000.0,822000000.0,NA,4590000000.0,4590000000.0,355000000.0,4363000000.0,227000000.0,48000000.0,323000000.0,186000000.0,2098000000.0,0.0,485000000.0,156180428,572000000.0,1506000000.0,156180428,1000000.0,3265000000.0,NYSE,24,25.91,1999,EMN
